"20-21/SOP1/04747","15500","15500"
"20-21/NAG2/01968","13800","13800"
"20-21/PETV/04392","1500","1500"
"20-21/PETV/04393","10900","10900"
"20-21/RAT2/09914","8200","8200"
"20-21/RAT2/09915","9200","9200"
"20-21/KRD3/01976","23500","23500"
"20-21/KAVM/02357","2350","2350"
"20-21/PLUS/02135","6300","6300"
"20-21/RAT2/09917","8200","8200"
"20-21/RAT2/09918","8200","8200"
"20-21/PIMP/04761","15140","15140"
"20-21/PANJ/02400","95000","95000"
"20-21/SAT3/04506","4000","2000"
"20-21/MRJ1/03604","400","400"
"20-21/AKKL/00800","38600","19300"
"20-21/MUDT/03096","10500","10500"
"20-21/KRD3/01979","4300","4300"
"20-21/BHSR/00913","43500","14500"
"20-21/BHSR/00914","21800","10900"
"20-21/PIMP/04767","69000","69000"
