"20-21/RAJ2/07337","48","42700","42700","42700"
"20-21/vadu/00993","81","1000","1000","1000"
"20-21/AKLJ/03522","1","4230","4230","4230"
"20-21/REM1/00505","98","13000","13000","13000"
"20-21/RAT1/03582","50","13000","13000","13000"
"20-21/SONG/02986","58","22500","22500","22500"
"20-21/RAT1/03583","50","1500","1500","1500"
"20-21/PIMP/04571","46","33000","33000","33000"
"20-21/SAN1/16496","55","18359","18359","18359"
"20-21/SAT1/06474","59","2900","2900","2900"
"20-21/BARS/02778","9","59000","59000","59000"
"20-21/RANK/02898","49","7900","7900","7900"
"20-21/SOP1/04615","65","67000","67000","67000"
"20-21/SAT1/06482","59","150","150","150"
"20-21/SHAH/16536","63","68000","68000","68000"
"20-21/SOP4/03391","68","3000","3000","3000"
"20-21/RANK/02901","49","8300","8300","8300"
"20-21/SHAH/16542","63","15000","15000","15000"
"20-21/GDRW/00002","7","31980","31980","31980"
"20-21/PETV/04272","44","52640","52640","52640"
"202021BALJ00051","8","15800","15800","15800"
"202021BALJ01173","8","300","300","300"
"202021BALJ01174","8","300","300","300"
"202021BALJ01175","8","300","300","300"
"202021BALJ01176","8","300","300","300"
"202021BALJ01177","8","300","300","300"
"202021BALJ01178","8","300","300","300"
"202021BALJ01179","8","300","300","300"
"202021BALJ01180","8","300","300","300"
"202021BALJ01181","8","300","300","300"
"202021BALJ01183","8","300","300","300"
"202021BALJ01184","8","300","300","300"
"202021BALJ01185","8","300","300","300"
"202021BALJ01186","8","300","300","300"
"202021BALJ01187","8","300","300","300"
"202021BALJ01716","8","4500","4500","4500"
"202021BALJ01719","8","6000","6000","6000"
"202021BALJ01723","8","500","500","500"
"202021BALJ01724","8","1200","1200","1200"
"202021BALJ01725","8","300","300","300"
"202021BALJ01726","8","300","300","300"
"202021BALJ01727","8","300","300","300"
"202021BALJ01728","8","300","300","300"
"202021BALJ02228","8","14999","14999","14999"
"202021BALJ02422","8","12200","12200","12200"
"202021BALJ02423","8","10700","10700","10700"
