"286737","252472","1","1","1"
"339994","272232","1","1","1"
"250060","224446","1","1","1"
"263700","234480","1","1","1"
"268781","238449","1","1","1"
"19892","32975","1","1","1"
"212117","181855","1","1","1"
"262618","233676","1","1","1"
"279994","203195","1","1","1"
"312557","272057","1","1","1"
"312560","272057","1","1","1"
"224621","192479","1","1","1"
"254567","227520","1","1","1"
"220415","190710","1","1","1"
"224761","205366","1","1","1"
"232808","211389","1","1","1"
"243415","219578","1","1","1"
"284846","250999","1","1","1"
"303199","264889","1","1","1"
"262168","233302","1","1","1"
"276694","244853","1","1","1"
"317761","275874","1","1","1"
"215546","198305","1","1","1"
"301782","263832","1","1","1"
"195791","182908","1","1","1"
"196835","183743","1","1","1"
"241432","218157","1","1","1"
"301283","262014","1","1","1"
"240103","217120","1","1","1"
"337429","290448","1","1","1"
"190683","178845","1","1","1"
"194831","182118","1","1","1"
"197736","184505","1","1","1"
"199525","185582","1","1","1"
"205028","190277","1","1","1"
"212171","195771","1","1","1"
"216881","199280","1","1","1"
"225691","205999","1","1","1"
"232431","211061","1","1","1"
"239624","216423","1","1","1"
"244668","220522","1","1","1"
"245963","221514","1","1","1"
"248987","223628","1","1","1"
"254326","227372","1","1","1"
"260220","185582","1","1","1"
"260400","185582","1","1","1"
"260404","185582","1","1","1"
"278076","245821","1","1","1"
"285727","251712","1","1","1"
"286716","251712","1","1","1"
"312382","271923","1","1","1"
"318721","276604","1","1","1"
"323527","280046","1","1","1"
"227929","207681","1","1","1"
"59767","68218","1","1","1"
"304502","265866","1","1","1"
"312143","260942","1","1","1"
"325054","281228","1","1","1"
"346238","296868","1","1","1"
"207202","191930","1","1","1"
"279089","246613","1","1","1"
"282869","249498","1","1","1"
"283242","249498","1","1","1"
"203307","188887","1","1","1"
"233536","211930","1","1","1"
"234701","212370","1","1","1"
"260264","231836","1","1","1"
"342901","294424","1","1","1"
"326004","281921","1","1","1"
"329127","281921","1","1","1"
"230740","209810","1","1","1"
"256413","228882","1","1","1"
"285455","251510","1","1","1"
"195420","182605","1","1","1"
"326836","282066","1","1","1"
"191966","179898","1","1","1"
"287229","227072","1","1","1"
"320918","278192","1","1","1"
"231556","210452","1","1","1"
"310429","270322","1","1","1"
"300657","262953","1","1","1"
"325984","281886","1","1","1"
"266293","236495","1","1","1"
"287004","252661","1","1","1"
"350708","300178","1","1","1"
"292479","256785","1","1","1"
"318417","276382","1","1","1"
"253702","226916","1","1","1"
"254133","226916","1","1","1"
"287259","252838","1","1","1"
"312408","271945","1","1","1"
"312427","271945","1","1","1"
"313992","273109","1","1","1"
"314326","273367","1","1","1"
"314327","273367","1","1","1"
"314615","273584","1","1","1"
"315433","274162","1","1","1"
"315790","274162","1","1","1"
"317795","275902","1","1","1"
"317812","275902","1","1","1"
"319083","276881","1","1","1"
"319314","276881","1","1","1"
"319804","277376","1","1","1"
"320255","277726","1","1","1"
"320369","277802","1","1","1"
"320377","277802","1","1","1"
"320790","278091","1","1","1"
"320827","278113","1","1","1"
"320873","278148","1","1","1"
"321672","278689","1","1","1"
"322084","28673","1","1","1"
"322108","279004","1","1","1"
"322167","279062","1","1","1"
"322364","279218","1","1","1"
"322723","279467","1","1","1"
"323439","280006","1","1","1"
"323481","280053","1","1","1"
"323489","280053","1","1","1"
"323987","280410","1","1","1"
"323989","280410","1","1","1"
"324102","280499","1","1","1"
"324107","280502","1","1","1"
"324338","280691","1","1","1"
"325078","281249","1","1","1"
"326989","277520","1","1","1"
"328169","283412","1","1","1"
"328390","283585","1","1","1"
"328429","283707","1","1","1"
"329422","284426","1","1","1"
"329627","284582","1","1","1"
"329670","284615","1","1","1"
"329683","284615","1","1","1"
"331501","285943","1","1","1"
"333955","287776","1","1","1"
"333986","287803","1","1","1"
"334069","287866","1","1","1"
"334940","288553","1","1","1"
"335015","288609","1","1","1"
"335021","288553","1","1","1"
"335406","288917","1","1","1"
"336311","289564","1","1","1"
"336763","289564","1","1","1"
"336765","289930","1","1","1"
"336769","289930","1","1","1"
"336792","289564","1","1","1"
"337277","290296","1","1","1"
"337291","290296","1","1","1"
"337464","290477","1","1","1"
"337470","290296","1","1","1"
"337702","290616","1","1","1"
"337716","290616","1","1","1"
"337717","290616","1","1","1"
"338876","291460","1","1","1"
"338888","291469","1","1","1"
"339867","292184","1","1","1"
"340405","292589","1","1","1"
"340516","292648","1","1","1"
"340614","292747","1","1","1"
"341044","293002","1","1","1"
"342147","293777","1","1","1"
"342584","294145","1","1","1"
"342595","294193","1","1","1"
"342615","294201","1","1","1"
"342771","294316","1","1","1"
"342833","294366","1","1","1"
"343357","293740","1","1","1"
"343364","293740","1","1","1"
"343391","294762","1","1","1"
"343434","294785","1","1","1"
"343444","294801","1","1","1"
"343456","294816","1","1","1"
"343614","294816","1","1","1"
"344059","295257","1","1","1"
"344502","295479","1","1","1"
"344569","295629","1","1","1"
"344995","295629","1","1","1"
"345363","296310","1","1","1"
"346139","296899","1","1","1"
"346173","296899","1","1","1"
"346820","297412","1","1","1"
"348852","298876","1","1","1"
"348951","298950","1","1","1"
"348956","298950","1","1","1"
"349353","299245","1","1","1"
"349438","239327","1","1","1"
"350907","300374","1","1","1"
"351043","300397","1","1","1"
"351310","300663","1","1","1"
"351665","300946","1","1","1"
"334741","288391","1","1","1"
"145872","130448","7","7","1"
"211740","195460","7","7","1"
"305051","266305","7","7","1"
"312777","269160","7","7","1"
"329427","284454","7","7","1"
"240921","217702","7","7","1"
"283024","249605","7","7","1"
"51570","60707","7","7","1"
